0.1086759630125016,0.08213942172005773,0.07792673190124333,2.2768042981624603e-05,0.10869873105548322,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10870885802432895
0.1093447629828006,0.08223573490977287,0.07775981514714658,1.4737015590071678e-05,0.10935949999839067,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10936920787207782
0.11025423696264625,0.0831683927681297,0.0793170623946935,1.613306812942028e-05,0.11027037003077567,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11027847090736032
0.10880649602040648,0.08210938889533281,0.07763954484835267,2.7237925678491592e-05,0.10883373394608498,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10884316288866103
0.10819901712238789,0.08151084743440151,0.07746012648567557,3.478094004094601e-05,0.10823379806242883,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.1082442740444094
0.10869873105548322,0.08220255491323769,0.07791339443065226,3.1498027965426445e-05,0.10873022908344865,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10874091507866979
0.10800632485188544,0.08114781719632447,0.07742282864637673,3.1498027965426445e-05,0.10803782287985086,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10804829909466207
0.10875614103861153,0.08162315282970667,0.07731254864484072,3.282492980360985e-05,0.10878896596841514,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10879986081272364
0.10843130899593234,0.0814104846213013,0.07730158558115363,1.634308136999607e-05,0.10844765207730234,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10845526400953531
0.1083512008190155,0.0816076488699764,0.07715051458217204,2.5632092729210854e-05,0.10837683291174471,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10839101113379002
0.10834631300531328,0.08136495505459607,0.07736039394512773,2.9123853892087936e-05,0.10837543685920537,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10838528396561742
0.1115034178365022,0.08417340740561485,0.08003538218326867,2.63298861682415e-05,0.11152974772267044,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11153917596675456
0.11202471284195781,0.0846145951654762,0.08061492559500039,2.6399968191981316e-05,0.11205111281014979,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11207283404655755
0.1078982800245285,0.08124133059754968,0.07743693678639829,1.347903162240982e-05,0.10791175905615091,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10792027995921671
0.11100139794871211,0.08320428896695375,0.07910809805616736,1.613306812942028e-05,0.11101753101684153,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11102605191990733
0.10811527702026069,0.08158906875178218,0.07721379213035107,2.1440908312797546e-05,0.10813671792857349,0.003738812869414687,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10815054690465331
0.10960785485804081,0.08302340656518936,0.07886282145045698,1.585390418767929e-05,0.10962370876222849,0.00361917563714087,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10963886487297714
0.10934951296076179,0.08276338083669543,0.07852604193612933,2.7586938813328743e-05,0.10937709989957511,0.0036249717231839895,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10939002013765275
0.11083838809281588,0.08351137978024781,0.07935086754150689,2.0952895283699036e-05,0.11085934098809958,0.003824925050139427,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11086904909461737
0.10791986086405814,0.0808354860637337,0.07624781900085509,2.7238158509135246e-05,0.10794709902256727,0.003673652419820428,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10795995010994375
0.10704174591228366,0.08054696768522263,0.07594603393226862,1.7110956832766533e-05,0.10705885686911643,0.0037274984642863274,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10706612188369036
0.10903061693534255,0.08190614939667284,0.07811279082670808,2.325698733329773e-05,0.10905387392267585,0.0034601467195898294,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10906344186514616
0.11022357596084476,0.08271763357333839,0.07846409012563527,1.9205966964364052e-05,0.11024278192780912,0.00390238082036376,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11025228095240891
0.11163010913878679,0.08409092552028596,0.08049864042550325,3.0800001695752144e-05,0.11166090914048254,0.0032806547824293375,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11167369084432721
0.1092791820410639,0.0822768674697727,0.07805042318068445,2.1022045984864235e-05,0.10930020408704877,0.003597875125706196,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10930970311164856
0.1088028650265187,0.08182352664880455,0.0777879566885531,2.1860003471374512e-05,0.10882472502999008,0.003683917224407196,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10883429297246039
0.10996928298845887,0.08310323115438223,0.07871070317924023,2.325698733329773e-05,0.10999253997579217,0.0037245650310069323,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11000532214529812
