0.10903690289705992,0.0823249185923487,0.07811153121292591,1.5015946701169014e-05,0.10905191884376109,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10906085791066289
0.11000755708664656,0.08271337696351111,0.07821762026287615,1.564505510032177e-05,0.11002320214174688,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11003430606797338
0.10702463611960411,0.07997895032167435,0.0757428000215441,2.619088627398014e-05,0.10705082700587809,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10706130298785865
0.10996048408560455,0.08212258783169091,0.07740495004691184,2.130214124917984e-05,0.10998178622685373,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.1099913539364934
0.11028664303012192,0.08354923594743013,0.0794181963428855,2.0952196791768074e-05,0.11030759522691369,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11031611519865692
0.10912657901644707,0.08250524429604411,0.0782667186576873,2.116197720170021e-05,0.10914774099364877,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10915814689360559
0.10868120100349188,0.08191823307424784,0.0778311938047409,2.1091895177960396e-05,0.10870229289866984,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10870990599505603
0.1077854169998318,0.08076780731789768,0.07619725749827921,2.7097994461655617e-05,0.10781251499429345,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10782166384160519
0.10864355694502592,0.081832678290084,0.07791598094627261,1.7669983208179474e-05,0.1086612269282341,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10867030592635274
0.10841496591456234,0.08161512273363769,0.07711496856063604,1.7460202798247337e-05,0.10843242611736059,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10844206414185464
0.1093748640269041,0.08248834917321801,0.07857660739682615,2.7169007807970047e-05,0.10940203303471208,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10941062401980162
0.10990251507610083,0.0826128046028316,0.07899628300219774,2.374616451561451e-05,0.10992626124061644,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10993527108803391
0.10639557498507202,0.07946093706414104,0.07585286535322666,2.1999934688210487e-05,0.10641757491976023,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.1064322420861572
0.10729974112473428,0.07973548606969416,0.07577799819409847,1.3688812032341957e-05,0.10731342993676662,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.1073229277972132
0.10994407092221081,0.08303729793988168,0.07829577336087823,1.8018996343016624e-05,0.10996208991855383,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10997137892991304
0.11022504302673042,0.08351983339525759,0.07898936932906508,2.4653971195220947e-05,0.11024969699792564,0.003414957085624337,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.1102622679900378
0.10988540481775999,0.08312648627907038,0.07906947797164321,1.9345898181200027e-05,0.10990475071594119,0.003677493194118142,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10992612200789154
0.10883575980551541,0.08192402613349259,0.07799762487411499,2.7238158509135246e-05,0.10886299796402454,0.0035838994663208723,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10887626698240638
0.10770537797361612,0.08120829751715064,0.07742869737558067,2.1931016817688942e-05,0.10772730899043381,0.0033940051216632128,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10773631907068193
0.10975291603244841,0.0828242851421237,0.07847876218147576,1.8159160390496254e-05,0.10977107519283891,0.0035496100317686796,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.1097792461514473
0.10856463597156107,0.08166547794826329,0.07725052931345999,2.7097994461655617e-05,0.10859173396602273,0.0038287006318569183,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10860137199051678
0.11009890912100673,0.08272280683740973,0.07906039780937135,2.109212800860405e-05,0.11012000124901533,0.003321584314107895,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11012936010956764
0.10881340992636979,0.0817386016715318,0.07791933207772672,1.8578022718429565e-05,0.10883198794908822,0.003469088114798069,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.1088419749867171
0.11023852205835283,0.08284586574882269,0.07937321485951543,1.3828976079821587e-05,0.11025235103443265,0.0031469061505049467,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11026205797679722
0.1079236320219934,0.0802615990396589,0.0764240303542465,2.130214124917984e-05,0.10794493416324258,0.0034942314960062504,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.10795317613519728
0.1089887130074203,0.08223523898050189,0.0778621300123632,2.7658184990286827e-05,0.10901637119241059,0.0037237931974232197,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.1090273349545896
0.11109247105196118,0.08384871180169284,0.07946707913652062,2.2489111870527267e-05,0.11111496016383171,0.0035260100848972797,"[0, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 14, 16, 13, 13, 13, 13]",0.11112676304765046
