0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.009511753043625504,0.009312566020525992,0.009007500018924475,0.00902405200758949,0.007970636012032628,0.007343321980442852,0.00745262298732996,0.0071807310450822115,0.006958006997592747,0.006850731035228819,0.006810571998357773,0.00695039500715211,0.006882508983835578,0.006802540039643645,0.006668655027169734,0.006704622996039689,0.006619766005314887,0.0067005729652009904,0.006873080972582102,0.006983289960771799,0.006828103039879352,0.00687538500642404,0.006932864023838192,0.03043878497555852
0.009513779019471258,0.009341758966911584,0.009027124964632094,0.008914471021853387,0.007744560018181801,0.007318668009247631,0.00732243899255991,0.007203010958619416,0.007118992041796446,0.006939149985555559,0.0069486480206251144,0.007175771985203028,0.006997468008194119,0.006836623011622578,0.006908001028932631,0.006672636023722589,0.006777047994546592,0.006796114961616695,0.007189740950707346,0.007086166006047279,0.007638051989488304,0.010257727990392596,0.0071189209702424705,0.007004381972365081
0.010282522009219974,0.009333588008303195,0.008977816964033991,0.008819276990834624,0.007930966035928577,0.007513314951211214,0.007539435988292098,0.007424128009006381,0.007313709007576108,0.006964292959310114,0.0070089909713715315,0.0068200009991414845,0.006699245015624911,0.006748622981831431,0.006595320999622345,0.006566895986907184,0.006663207022938877,0.006661740015260875,0.006989854970015585,0.00688397599151358,0.0068583430256694555,0.0069913920015096664,0.006992509006522596,0.0069347500102594495
0.009856070973910391,0.011032896989490837,0.01079843903426081,0.010137811012100428,0.009272616996895522,0.00900638202438131,0.009405944030731916,0.008638667990453541,0.007879493001382798,0.007335219997912645,0.007199239975307137,0.00693894102005288,0.00677013403037563,0.006602725014090538,0.006679201032966375,0.006614596990402788,0.006671379029285163,0.006677664001472294,0.0068615570198744535,0.006963804014958441,0.007013741007540375,0.006809525017160922,0.006861347006633878,0.006970996968448162
0.01109743001870811,0.00986480200663209,0.009505398047622293,0.00947899796301499,0.00850282603641972,0.007776198035571724,0.007860985002480447,0.007194489007815719,0.00708763295551762,0.007057251990772784,0.0068738480331376195,0.006831803999375552,0.0068295689998194575,0.006618438987061381,0.006658388010691851,0.006633036013226956,0.006696731026750058,0.0067180320038460195,0.006952769006602466,0.007018419972155243,0.006874546990729868,0.006886349990963936,0.006973022944293916,0.0069486479624174535
0.009946374979335815,0.010322330985218287,0.010015867999754846,0.009629644977394491,0.008417968987487257,0.007609766034875065,0.007627644983585924,0.007401917944662273,0.00696827401407063,0.007076666981447488,0.007044889964163303,0.007102788949850947,0.006858134001959115,0.006664395041298121,0.006638692982960492,0.0066681660246104,0.006690165959298611,0.006675500015262514,0.006968134024646133,0.007056693022605032,0.0069998420076444745,0.02921467600390315,0.028066067025065422,0.01806982501875609
0.011659303039778024,0.020806694985367358,0.010234890040010214,0.009414534026291221,0.008766617043875158,0.008513092994689941,0.009513219993095845,0.009021538018714637,0.009088584978599101,0.007959601003676653,0.007200636027846485,0.006864071008749306,0.0071253469795919955,0.006923994980752468,0.006813086976762861,0.006818534049671143,0.006727600994054228,0.006862464011646807,0.0067747439607046545,0.006810782011598349,0.006904928013682365,0.006733607035130262,0.006593365978915244,0.00663464202079922
0.0109793990268372,0.00984538602642715,0.010379251965787262,0.010733696981333196,0.009723790979478508,0.009366273996420205,0.00939826195826754,0.008804680954199284,0.007961626048199832,0.007428806973621249,0.007022680016234517,0.006863022979814559,0.006823912030085921,0.006736679992172867,0.006858762993942946,0.0067410109913907945,0.007190019998233765,0.0069043689873069525,0.006776769005227834,0.006670400965958834,0.006685347005259246,0.006626749993301928,0.006551322003360838,0.006619834981393069
0.010663436958566308,0.011388877988792956,0.011289702961221337,0.010244249016977847,0.00853767804801464,0.009225614019669592,0.009181962988805026,0.00839687802363187,0.007384388998616487,0.006931257958058268,0.006963944004382938,0.00674163899384439,0.0067452010116539896,0.006885302951559424,0.006874128011986613,0.006866795010864735,0.006819861009716988,0.006755258014891297,0.006766990991309285,0.0065578860230743885,0.006661950028501451,0.02144832699559629,0.021676148986443877,0.018417842977214605
0.011181798996403813,0.010022433008998632,0.010004343988839537,0.010792992019560188,0.01040425500832498,0.009336730989161879,0.009251106006558985,0.007990959973540157,0.007404293050058186,0.006887955998536199,0.006800025992561132,0.006710838992148638,0.006697220029309392,0.0067932510282844305,0.006804356991779059,0.006753232970368117,0.006869239034131169,0.006894382007885724,0.0068454930442385375,0.006581283989362419,0.0064885340398177505,0.006682344013825059,0.0066972890053875744,0.0065254109795205295
